"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"461",675,"Male",37,"35-44","QLD",1,1,1,1,1,0,"iphone",4,4,4,5,3,4,5,5,4,4,5,"No","2 to 3 hours",5,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,336,NA,NA,NA,NA,NA,NA,NA,NA,5.6,FALSE,"Male",1.88706964903238,TRUE,5,1,1,1,1,0,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.14285714285714,4.5
"464",684,"Male",61,"55-64","SA",1,1,1,1,0,0,"iphone",1,1,1,2,1,1,1,5,5,5,4,"No","Less than 1 hour",0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,37,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,FALSE,"Male",0.480366416281282,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.75
"465",690,"Female",34,"25-34","VIC",1,1,0,0,0,0,"iphone",3,4,3,3,2,3,2,4,4,4,5,"No","3 to 4 hours",5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,310,NA,NA,NA,NA,NA,NA,NA,NA,5.16666666666667,TRUE,"Female",1.81915844341617,TRUE,2,0,1,0,0,0,0,0,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4.25
"466",687,"Female",62,"55-64","QLD",1,1,1,1,0,0,"iphone",1,2,1,1,1,1,1,2,2,4,4,"No","Less than 1 hour",1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,72,NA,NA,NA,NA,NA,NA,NA,NA,1.2,TRUE,"Female",0.78845736036427,TRUE,4,0,0,0,0,0,0,0,0,0,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,3
"468",688,"Female",61,"55-64","VIC",1,0,1,0,0,0,"android",4,4,4,4,4,5,2,4,5,5,5,"No","2 to 3 hours",NA,NA,NA,2,10,3,20,2,50,4,10,3,20,5,0,4,15,0,4,FALSE,215,130,200,170,250,200,300,255,215,3.58333333333333,TRUE,"Female",1.52242653544447,FALSE,2,1,1,1,1,1,1,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,4.75
"472",691,"Male",62,"55-64","VIC",1,0,1,0,0,0,"iphone",1,1,1,5,2,1,1,5,5,2,5,"No","Less than 1 hour",0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,0.75,FALSE,"Male",0.559615787935423,TRUE,2,0,0,0,1,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,4.25
"473",695,"Female",33,"25-34","VIC",1,0,1,0,0,0,"iphone",4,4,4,5,5,5,4,5,3,4,4,"No","1 to 2 hours",6,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,404,NA,NA,NA,NA,NA,NA,NA,NA,6.73333333333333,TRUE,"Female",2.04553999000415,TRUE,2,1,1,1,1,1,1,1,1,0,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.42857142857143,4
"474",698,"Female",26,"25-34","VIC",1,1,1,1,0,0,"iphone",3,2,4,3,2,3,3,5,4,4,4,"No","2 to 3 hours",4,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,270,NA,NA,NA,NA,NA,NA,NA,NA,4.5,TRUE,"Female",1.70474809223843,TRUE,4,0,0,1,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4.25
"475",697,"Female",30,"25-34","NSW",1,1,1,1,1,0,"iphone",5,5,4,4,5,5,5,5,5,3,5,"No","3 to 4 hours",2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,124,NA,NA,NA,NA,NA,NA,NA,NA,2.06666666666667,TRUE,"Female",1.12059119538689,TRUE,5,1,1,1,1,1,1,1,1,1,0,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71428571428571,4.5
"478",700,"Male",67,"65-120","VIC",1,1,1,1,0,0,"android",3,3,3,3,2,2,2,3,5,4,5,"No","2 to 3 hours",NA,NA,NA,1,45,1,47,2,15,1,55,1,54,1,47,1,56,0,4,FALSE,114.142857142857,105,107,135,115,114,107,116,114.142857142857,1.90238095238095,FALSE,"Male",1.06553141820386,FALSE,4,0,0,0,0,0,0,0,0,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4.25
"481",703,"Female",38,"35-44","SA",1,0,0,0,0,0,"iphone",2,3,4,4,4,5,5,5,4,4,4,"No","2 to 3 hours",5,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,350,NA,NA,NA,NA,NA,NA,NA,NA,5.83333333333333,TRUE,"Female",1.92181259747625,TRUE,1,0,0,1,1,1,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,4.25
"482",707,"Female",37,"35-44","NSW",1,0,1,0,0,0,"iphone",5,3,5,5,1,5,2,5,5,5,5,"No","2 to 3 hours",4,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,264,NA,NA,NA,NA,NA,NA,NA,NA,4.4,TRUE,"Female",1.68639895357023,TRUE,2,1,0,1,1,0,1,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,5
"483",706,"Female",44,"35-44","QLD",1,1,0,0,1,0,"android",4,4,4,5,2,4,3,4,5,3,5,"No","1 to 2 hours",NA,NA,NA,2,10,3,5,2,10,5,0,2,0,1,30,2,20,0,4,FALSE,156.428571428571,130,185,130,300,120,90,140,156.428571428571,2.60714285714286,TRUE,"Female",1.28291600666606,FALSE,3,1,1,1,1,0,1,0,1,1,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,4.25
"484",709,"Female",47,"45-54","VIC",1,1,1,0,0,0,"iphone",4,2,2,4,3,2,2,4,5,4,5,"No","3 to 4 hours",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,240,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,"Female",1.6094379124341,TRUE,3,1,0,0,1,0,0,0,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,4.5
"486",711,"Male",30,"25-34","NSW",1,1,0,0,0,0,"iphone",4,5,5,5,2,2,2,4,2,4,5,"No","1 to 2 hours",2,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,145,NA,NA,NA,NA,NA,NA,NA,NA,2.41666666666667,FALSE,"Male",1.22866541691631,TRUE,2,1,1,1,1,0,0,0,1,0,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,3.75
"489",713,"Female",33,"25-34","NSW",1,1,1,1,1,0,"iphone",3,2,3,3,2,2,2,2,3,3,3,"No","3 to 4 hours",0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,10,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,TRUE,"Female",0.154150679827258,TRUE,5,0,0,0,0,0,0,0,0,0,0,0,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,2.75
"490",717,"Female",43,"35-44","QLD",1,1,1,1,0,0,"iphone",3,2,4,4,4,2,2,4,4,4,4,"No","1 to 2 hours",0,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,48,NA,NA,NA,NA,NA,NA,NA,NA,0.8,TRUE,"Female",0.587786664902119,TRUE,4,0,0,1,1,1,0,0,1,1,1,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4
"491",718,"Female",28,"25-34","NSW",1,0,1,0,0,0,"android",3,3,2,2,2,2,2,3,3,2,3,"No","1 to 2 hours",NA,NA,NA,2,10,2,30,2,40,3,1,3,0,2,50,2,40,0,2,FALSE,161.571428571429,130,150,160,181,180,170,160,161.571428571429,2.69285714285714,TRUE,"Female",1.30640045189912,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,2.75
"492",716,"Female",41,"35-44","NSW",1,1,1,1,1,0,"iphone",4,1,2,3,3,1,1,2,3,3,4,"No","3 to 4 hours",4,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,285,NA,NA,NA,NA,NA,NA,NA,NA,4.75,TRUE,"Female",1.74919985480926,TRUE,5,1,0,0,0,0,0,0,0,0,0,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3
"493",721,"Female",72,"65-120","QLD",1,0,1,0,0,0,"android",2,1,1,2,1,1,1,4,4,5,5,"No","Less than 1 hour",NA,NA,NA,0,30,0,10,0,5,0,20,0,5,0,15,0,20,0,5,FALSE,15,30,10,5,20,5,15,20,15,0.25,TRUE,"Female",0.22314355131421,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,4.5
"494",722,"Female",24,"18-24","VIC",1,1,1,0,0,0,"android",3,3,3,3,3,4,3,3,3,3,3,"No","1 to 2 hours",NA,NA,NA,1,30,1,24,2,45,2,45,1,32,1,34,1,56,0,2,FALSE,115.142857142857,90,84,165,165,92,94,116,115.142857142857,1.91904761904762,TRUE,"Female",1.07125740521874,FALSE,3,0,0,0,0,0,1,0,0,0,0,0,2,90,1,2,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,3
"498",731,"Male",67,"65-120","WA",1,0,1,0,0,0,"android",1,1,1,1,1,1,1,4,5,4,5,"No","Less than 1 hour",NA,NA,NA,0,15,0,20,0,12,0,5,0,15,0,20,0,5,0,5,FALSE,13.1428571428571,15,20,12,5,15,20,5,13.1428571428571,0.219047619047619,FALSE,"Male",0.198069913762094,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4.5
"500",737,"Female",53,"45-54","QLD",1,1,1,0,0,0,"iphone",2,2,2,4,2,1,2,4,5,4,4,"No","Less than 1 hour",1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,105,NA,NA,NA,NA,NA,NA,NA,NA,1.75,TRUE,"Female",1.01160091167848,TRUE,3,0,0,0,1,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4.25
"502",738,"Female",55,"55-64","QLD",1,0,1,0,0,0,"iphone",2,3,2,2,2,2,2,3,4,4,4,"No","2 to 3 hours",2,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,166,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667,TRUE,"Female",1.32619043705019,TRUE,2,0,0,0,0,0,0,0,0,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.75
"503",736,"Male",36,"35-44","VIC",1,0,1,1,1,0,"iphone",2,2,2,3,2,1,2,4,5,5,4,"No","Less than 1 hour",1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,80,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,FALSE,"Male",0.847297860387203,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.5
"505",740,"Male",45,"45-54","WA",1,1,0,1,0,0,"iphone",1,2,2,2,1,2,1,3,3,4,4,"No","Less than 1 hour",1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,69,NA,NA,NA,NA,NA,NA,NA,NA,1.15,FALSE,"Male",0.765467842139571,TRUE,3,0,0,0,0,0,0,0,0,0,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,3.5
"506",743,"Female",69,"65-120","QLD",1,1,1,1,0,0,"iphone",2,2,2,1,1,1,2,4,4,4,4,"No","Less than 1 hour",1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,80,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,TRUE,"Female",0.847297860387203,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,4
"508",749,"Female",70,"65-120","VIC",1,0,1,0,0,0,"iphone",2,2,2,1,1,1,1,4,4,3,4,"No","1 to 2 hours",5,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,336,NA,NA,NA,NA,NA,NA,NA,NA,5.6,TRUE,"Female",1.88706964903238,TRUE,2,0,0,0,0,0,0,0,1,1,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,3.75
"510",750,"Male",29,"25-34","NSW",1,0,1,1,0,0,"iphone",5,4,5,5,3,2,1,5,5,5,5,"No","More than 4 hours",11,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,667,NA,NA,NA,NA,NA,NA,NA,NA,11.1166666666667,FALSE,"Male",2.49458191531142,TRUE,3,1,1,1,1,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,5
"513",753,"Female",47,"45-54","WA",1,0,1,0,0,0,"android",3,2,2,3,2,2,2,3,3,3,3,"No","1 to 2 hours",NA,NA,NA,2,40,1,30,2,20,2,50,1,50,1,14,1,38,0,3,FALSE,120.285714285714,160,90,140,170,110,74,98,120.285714285714,2.0047619047619,TRUE,"Female",1.10019833182374,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,3
"515",755,"Male",36,"35-44","QLD",1,1,1,1,1,0,"android",2,3,1,1,1,1,1,4,4,2,4,"No","1 to 2 hours",NA,NA,NA,1,0,2,12,1,0,2,0,1,30,3,0,1,20,0,4,FALSE,103.142857142857,60,132,60,120,90,180,80,103.142857142857,1.71904761904762,FALSE,"Male",1.00028167893854,FALSE,5,0,0,0,0,0,0,0,1,1,0,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,3.5
"517",762,"Female",49,"45-54","TAS",1,1,1,0,0,0,"iphone",1,1,1,1,1,1,1,3,3,3,3,"No","Less than 1 hour",0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,13,NA,NA,NA,NA,NA,NA,NA,NA,0.216666666666667,TRUE,"Female",0.196114878926291,TRUE,3,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3
"518",761,"Female",48,"45-54","SA",1,1,1,0,1,0,"iphone",2,3,3,3,3,3,2,2,2,2,2,"No","1 to 2 hours",3,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,205,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667,TRUE,"Female",1.48538526376412,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,2
"519",763,"Female",49,"45-54","VIC",1,0,1,0,0,0,"iphone",4,2,2,4,2,3,3,3,5,3,5,"No","2 to 3 hours",3,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,209,NA,NA,NA,NA,NA,NA,NA,NA,3.48333333333333,TRUE,"Female",1.50036681737974,TRUE,2,1,0,0,1,0,0,0,0,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4
"520",765,"Female",60,"55-64","NSW",1,0,1,0,0,0,"android",2,2,4,4,2,1,2,5,4,4,5,"No","1 to 2 hours",NA,NA,NA,0,44,1,20,1,9,1,10,0,56,1,16,0,48,0,5,FALSE,63.2857142857143,44,80,69,70,56,76,48,63.2857142857143,1.0547619047619,TRUE,"Female",0.720159979806014,FALSE,2,0,0,1,1,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4.5
"523",758,"Female",33,"25-34","TAS",1,1,1,0,0,0,"iphone",3,4,4,2,2,2,4,4,4,4,4,"No","3 to 4 hours",3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,191,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333,TRUE,"Female",1.43110837690968,TRUE,3,0,1,1,0,0,0,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4
"525",770,"Male",61,"55-64","SA",1,1,1,0,0,0,"android",2,2,1,2,2,1,3,4,4,3,5,"No","Less than 1 hour",NA,NA,NA,0,25,0,10,0,15,0,17,0,23,0,27,0,18,0,5,FALSE,19.2857142857143,25,10,15,17,23,27,18,19.2857142857143,0.321428571428571,FALSE,"Male",0.27871340246902,FALSE,3,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,4
"526",777,"Female",31,"25-34","NSW",1,0,1,1,1,0,"android",2,4,2,3,4,5,4,4,4,4,4,"No","More than 4 hours",NA,NA,NA,3,7,4,6,4,24,5,35,3,24,3,15,3,12,0,4,FALSE,231.857142857143,187,246,264,335,204,195,192,231.857142857143,3.86428571428571,TRUE,"Female",1.58191988354021,FALSE,4,0,1,0,0,1,1,1,1,1,1,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,4
"527",778,"Male",46,"45-54","NSW",1,1,1,1,0,0,"android",1,1,1,1,1,1,1,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,0,15,0,22,0,10,0,33,0,27,0,41,0,19,0,2,FALSE,23.8571428571429,15,22,10,33,27,41,19,23.8571428571429,0.397619047619048,FALSE,"Male",0.334770108550682,FALSE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5
"529",774,"Female",71,"65-120","NSW",1,1,0,0,0,0,"iphone",2,2,2,2,1,2,3,4,4,3,4,"No","Less than 1 hour",3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,195,NA,NA,NA,NA,NA,NA,NA,NA,3.25,TRUE,"Female",1.44691898293633,TRUE,2,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"530",781,"Male",70,"65-120","NSW",1,0,1,1,0,0,"iphone",1,1,1,1,1,1,1,2,2,2,4,"No","Less than 1 hour",0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,15,NA,NA,NA,NA,NA,NA,NA,NA,0.25,FALSE,"Male",0.22314355131421,TRUE,3,0,0,0,0,0,0,0,0,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2.5
"533",784,"Female",24,"18-24","VIC",1,0,1,1,0,0,"iphone",4,4,1,3,2,1,4,5,5,4,4,"No","1 to 2 hours",0,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,55,NA,NA,NA,NA,NA,NA,NA,NA,0.916666666666667,TRUE,"Female",0.650587566141149,TRUE,3,1,1,0,0,0,0,1,1,1,1,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,4.5
"537",788,"Female",45,"45-54","VIC",1,1,1,1,0,0,"iphone",2,2,2,2,2,2,2,3,4,4,4,"No","Less than 1 hour",1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,1.5,TRUE,"Female",0.916290731874155,TRUE,4,0,0,0,0,0,0,0,0,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"539",790,"Female",53,"45-54","QLD",1,1,1,0,0,0,"iphone",3,3,3,3,2,2,3,3,3,3,3,"No","2 to 3 hours",2,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,137,NA,NA,NA,NA,NA,NA,NA,NA,2.28333333333333,TRUE,"Female",1.18885916651589,TRUE,3,0,0,0,0,0,0,0,0,0,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3
"540",794,"Male",77,"65-120","QLD",1,0,1,0,0,0,"iphone",2,2,2,2,2,2,2,4,4,3,3,"No","Less than 1 hour",0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,20,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,"Male",0.287682072451781,TRUE,2,0,0,0,0,0,0,0,1,1,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.5
"542",795,"Male",35,"35-44","NSW",1,0,1,0,1,0,"iphone",2,2,2,2,2,2,2,5,5,4,5,"No","Less than 1 hour",0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,25,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,FALSE,"Male",0.348306694268216,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.75
"544",793,"Female",53,"45-54","NSW",1,0,1,0,0,0,"android",1,1,1,1,1,1,1,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,0,15,0,20,0,18,0,40,0,10,0,5,0,12,0,4,FALSE,17.1428571428571,15,20,18,40,10,5,12,17.1428571428571,0.285714285714286,TRUE,"Female",0.251314428280906,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5
"549",810,"Male",56,"55-64","QLD",1,0,1,1,0,0,"android",2,1,1,1,1,1,1,4,5,3,4,"No","Less than 1 hour",NA,NA,NA,1,11,0,35,1,50,1,10,0,53,0,29,1,21,0,5,FALSE,64.1428571428571,71,35,110,70,53,29,81,64.1428571428571,1.06904761904762,FALSE,"Male",0.727088413987978,FALSE,3,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4
